data_id,timeseries_id,timestamp,value
0,0,2010-01-01,-0.7105199999999999
1,0,2010-01-02,-1.1833
2,0,2010-01-03,-1.3724
3,0,2010-01-04,-1.5931
4,0,2010-01-05,-1.467
5,0,2010-01-06,-1.3724
6,0,2010-01-07,-1.0888
7,0,2010-01-08,0.045967
8,0,2010-01-09,0.92853
9,0,2010-01-10,1.0861
10,0,2010-01-11,1.2753
11,0,2010-01-12,0.96005
12,0,2010-01-13,0.61333
13,0,2010-01-14,0.014447
14,0,2010-01-15,-0.64748
15,0,2010-01-16,-0.26923
16,0,2010-01-17,-0.20619
17,0,2010-01-18,0.61333
18,0,2010-01-19,1.3698
19,0,2010-01-20,1.4644
20,0,2010-01-21,1.0546
21,0,2010-01-22,0.58181
22,0,2010-01-23,0.17205
23,0,2010-01-24,-0.26923
24,1,2010-01-01,-0.99301
25,1,2010-01-02,-1.4268
26,1,2010-01-03,-1.5799
27,1,2010-01-04,-1.6054
28,1,2010-01-05,-1.6309
29,1,2010-01-06,-1.3758
30,1,2010-01-07,-1.0185
31,1,2010-01-08,-0.3551
32,1,2010-01-09,0.71658
33,1,2010-01-10,1.2014
34,1,2010-01-11,1.1248
35,1,2010-01-12,1.0483
36,1,2010-01-13,0.79313
37,1,2010-01-14,0.46142
38,1,2010-01-15,0.48694
39,1,2010-01-16,0.56348
40,1,2010-01-17,0.61452
41,1,2010-01-18,0.30832
42,1,2010-01-19,0.25729
43,1,2010-01-20,1.0993
44,1,2010-01-21,1.0483
45,1,2010-01-22,0.69107
46,1,2010-01-23,-0.048906
47,1,2010-01-24,-0.38062
48,2,2010-01-01,1.3191
49,2,2010-01-02,0.56977
50,2,2010-01-03,0.19513
51,2,2010-01-04,-0.08585599999999999
52,2,2010-01-05,-0.17952
53,2,2010-01-06,-0.27318000000000003
54,2,2010-01-07,-0.08585599999999999
55,2,2010-01-08,-1.3971
56,2,2010-01-09,-1.1161
57,2,2010-01-10,-0.74149
58,2,2010-01-11,0.0078051000000000014
59,2,2010-01-12,-0.08585599999999999
60,2,2010-01-13,0.0078051000000000014
61,2,2010-01-14,-0.4605
62,2,2010-01-15,-0.55416
63,2,2010-01-16,-0.74149
64,2,2010-01-17,-0.74149
65,2,2010-01-18,-0.74149
66,2,2010-01-19,-1.1161
67,2,2010-01-20,-0.4605
68,2,2010-01-21,0.47611
69,2,2010-01-22,2.3493
70,2,2010-01-23,2.2557
71,2,2010-01-24,1.6001
72,3,2010-01-01,-0.8124399999999999
73,3,2010-01-02,-1.1576
74,3,2010-01-03,-1.4164
75,3,2010-01-04,-1.5314
76,3,2010-01-05,-1.5027
77,3,2010-01-06,-1.4164
78,3,2010-01-07,-1.6465
79,3,2010-01-08,-0.46734
80,3,2010-01-09,0.65427
81,3,2010-01-10,1.0569
82,3,2010-01-11,1.3445
83,3,2010-01-12,1.2007
84,3,2010-01-13,0.99938
85,3,2010-01-14,0.65427
86,3,2010-01-15,0.74055
87,3,2010-01-16,0.88434
88,3,2010-01-17,0.88434
89,3,2010-01-18,0.68303
90,3,2010-01-19,0.62551
91,3,2010-01-20,0.4242
92,3,2010-01-21,-0.0071898
93,3,2010-01-22,-0.035949
94,3,2010-01-23,0.10785
95,3,2010-01-24,-0.26602
96,4,2010-01-01,-0.97284
97,4,2010-01-02,-1.3905
98,4,2010-01-03,-1.5367
99,4,2010-01-04,-1.6202
100,4,2010-01-05,-1.6202
101,4,2010-01-06,-1.4532
102,4,2010-01-07,-0.99372
103,4,2010-01-08,0.050469
104,4,2010-01-09,0.63522
105,4,2010-01-10,1.032
106,4,2010-01-11,0.80229
107,4,2010-01-12,0.8231700000000001
108,4,2010-01-13,0.6561
109,4,2010-01-14,0.38461
110,4,2010-01-15,0.32196
111,4,2010-01-16,0.48903
112,4,2010-01-17,0.61433
113,4,2010-01-18,1.3035
114,4,2010-01-19,1.2409
115,4,2010-01-20,1.0738
116,4,2010-01-21,0.5516800000000001
117,4,2010-01-22,0.42638
118,4,2010-01-23,-0.17925
119,4,2010-01-24,-0.6387
120,5,2010-01-01,0.36742
121,5,2010-01-02,-0.27781
122,5,2010-01-03,-0.76173
123,5,2010-01-04,-0.8692700000000001
124,5,2010-01-05,-1.1381
125,5,2010-01-06,-1.0843
126,5,2010-01-07,-1.1381
127,5,2010-01-08,-0.60042
128,5,2010-01-09,-1.0843
129,5,2010-01-10,-0.27781
130,5,2010-01-11,0.36742
131,5,2010-01-12,0.4749600000000001
132,5,2010-01-13,0.52873
133,5,2010-01-14,0.098577
134,5,2010-01-15,-0.27781
135,5,2010-01-16,-0.38535
136,5,2010-01-17,-0.60042
137,5,2010-01-18,-0.54665
138,5,2010-01-19,-0.49289
139,5,2010-01-20,0.36742
140,5,2010-01-21,2.3031
141,5,2010-01-22,2.088
142,5,2010-01-23,1.7654
143,5,2010-01-24,1.1740000000000002
144,6,2010-01-01,0.087213
145,6,2010-01-02,-0.5764600000000001
146,6,2010-01-03,-1.087
147,6,2010-01-04,-1.3933
148,6,2010-01-05,-1.3933
149,6,2010-01-06,-1.2912
150,6,2010-01-07,-1.7506
151,6,2010-01-08,-0.7296100000000001
152,6,2010-01-09,0.34247
153,6,2010-01-10,1.7209
154,6,2010-01-11,1.823
155,6,2010-01-12,1.7719
156,6,2010-01-13,1.1593
157,6,2010-01-14,0.80193
158,6,2010-01-15,0.18932
159,6,2010-01-16,-0.01489
160,6,2010-01-17,-0.065941
161,6,2010-01-18,-0.065941
162,6,2010-01-19,-0.01489
163,6,2010-01-20,0.087213
164,6,2010-01-21,-0.3212
165,6,2010-01-22,-0.2191
166,6,2010-01-23,0.75088
167,6,2010-01-24,0.18932
168,7,2010-01-01,-1.0991
169,7,2010-01-02,-1.3756
170,7,2010-01-03,-1.523
171,7,2010-01-04,-1.5599
172,7,2010-01-05,-1.5968
173,7,2010-01-06,-1.4309
174,7,2010-01-07,-1.1359
175,7,2010-01-08,-0.23272
176,7,2010-01-09,0.6520699999999999
177,7,2010-01-10,0.947
178,7,2010-01-11,1.0023
179,7,2010-01-12,0.91013
180,7,2010-01-13,0.79953
181,7,2010-01-14,0.43087
182,7,2010-01-15,0.5599
183,7,2010-01-16,0.63363
184,7,2010-01-17,0.8364
185,7,2010-01-18,0.7811
186,7,2010-01-19,1.2051
187,7,2010-01-20,0.98386
188,7,2010-01-21,0.59677
189,7,2010-01-22,0.30184
190,7,2010-01-23,-0.12212
191,7,2010-01-24,-0.5645100000000001
192,8,2010-01-01,-1.1499
193,8,2010-01-02,-1.5492
194,8,2010-01-03,-1.4893
195,8,2010-01-04,-1.5692
196,8,2010-01-05,-1.5692
197,8,2010-01-06,-1.4494
198,8,2010-01-07,-1.09
199,8,2010-01-08,0.08819600000000001
200,8,2010-01-09,0.34779
201,8,2010-01-10,1.0667
202,8,2010-01-11,1.1066
203,8,2010-01-12,1.0467
204,8,2010-01-13,0.64732
205,8,2010-01-14,0.50754
206,8,2010-01-15,0.60738
207,8,2010-01-16,0.62735
208,8,2010-01-17,0.68726
209,8,2010-01-18,0.7272
210,8,2010-01-19,1.0667
211,8,2010-01-20,0.96682
212,8,2010-01-21,0.5874199999999999
213,8,2010-01-22,0.36776
214,8,2010-01-23,-0.071555
215,8,2010-01-24,-0.5108699999999999
216,9,2010-01-01,-0.7562399999999999
217,9,2010-01-02,-1.1884
218,9,2010-01-03,-1.3155
219,9,2010-01-04,-1.4426
220,9,2010-01-05,-1.4426
221,9,2010-01-06,-1.2901
222,9,2010-01-07,-1.5443
223,9,2010-01-08,-0.88334
224,9,2010-01-09,0.41307
225,9,2010-01-10,1.2011
226,9,2010-01-11,1.2773
227,9,2010-01-12,1.2519
228,9,2010-01-13,0.99773
229,9,2010-01-14,0.84521
230,9,2010-01-15,0.89605
231,9,2010-01-16,0.97231
232,9,2010-01-17,1.0231
233,9,2010-01-18,0.71811
234,9,2010-01-19,0.31139
235,9,2010-01-20,0.48933
236,9,2010-01-21,-0.14615999999999998
237,9,2010-01-22,-0.197
238,9,2010-01-23,0.057195
239,9,2010-01-24,-0.24784
240,10,2010-01-01,-0.50952
241,10,2010-01-02,-1.2396
242,10,2010-01-03,-1.2396
243,10,2010-01-04,-1.6046
244,10,2010-01-05,-1.6046
245,10,2010-01-06,-1.1483
246,10,2010-01-07,-0.7832899999999999
247,10,2010-01-08,-1.2396
248,10,2010-01-09,-0.14449
249,10,2010-01-10,0.95059
250,10,2010-01-11,1.3156
251,10,2010-01-12,1.4981
252,10,2010-01-13,1.2244
253,10,2010-01-14,0.8593299999999999
254,10,2010-01-15,0.49431
255,10,2010-01-16,0.76808
256,10,2010-01-17,0.49431
257,10,2010-01-18,0.49431
258,10,2010-01-19,0.12928
259,10,2010-01-20,-0.327
260,10,2010-01-21,-0.69203
261,10,2010-01-22,1.0418
262,10,2010-01-23,0.8593299999999999
263,10,2010-01-24,0.40305
264,11,2010-01-01,-1.0048
265,11,2010-01-02,-1.3816
266,11,2010-01-03,-1.5575
267,11,2010-01-04,-1.6077
268,11,2010-01-05,-1.6579
269,11,2010-01-06,-1.4319
270,11,2010-01-07,-1.0802
271,11,2010-01-08,0.22608000000000006
272,11,2010-01-09,0.92946
273,11,2010-01-10,1.1807
274,11,2010-01-11,1.1053
275,11,2010-01-12,0.8792200000000001
276,11,2010-01-13,0.72849
277,11,2010-01-14,0.52753
278,11,2010-01-15,0.55265
279,11,2010-01-16,0.65313
280,11,2010-01-17,0.57777
281,11,2010-01-18,0.27631999999999995
282,11,2010-01-19,0.22608000000000006
283,11,2010-01-20,1.2058
284,11,2010-01-21,0.77873
285,11,2010-01-22,0.52753
286,11,2010-01-23,0.02512
287,11,2010-01-24,-0.67825
288,12,2010-01-01,-0.97487
289,12,2010-01-02,-1.2824
290,12,2010-01-03,-1.5490000000000002
291,12,2010-01-04,-1.6105
292,12,2010-01-05,-1.631
293,12,2010-01-06,-1.4875
294,12,2010-01-07,-1.0159
295,12,2010-01-08,-0.13414
296,12,2010-01-09,0.68608
297,12,2010-01-10,1.0347
298,12,2010-01-11,1.0142
299,12,2010-01-12,0.89113
300,12,2010-01-13,0.52204
301,12,2010-01-14,0.44001
302,12,2010-01-15,0.399
303,12,2010-01-16,0.4195100000000001
304,12,2010-01-17,0.5425399999999999
305,12,2010-01-18,1.3012
306,12,2010-01-19,1.2192
307,12,2010-01-20,0.91164
308,12,2010-01-21,0.58355
309,12,2010-01-22,0.52204
310,12,2010-01-23,-0.19566
311,12,2010-01-24,-0.60577
312,13,2010-01-01,-0.87492
313,13,2010-01-02,-1.2653
314,13,2010-01-03,-1.4884
315,13,2010-01-04,-1.6836
316,13,2010-01-05,-1.6836
317,13,2010-01-06,-1.5163
318,13,2010-01-07,-1.2653
319,13,2010-01-08,-0.3172
320,13,2010-01-09,0.51937
321,13,2010-01-10,1.1329
322,13,2010-01-11,1.1886
323,13,2010-01-12,1.1886
324,13,2010-01-13,0.88189
325,13,2010-01-14,0.57514
326,13,2010-01-15,0.6030300000000001
327,13,2010-01-16,0.63092
328,13,2010-01-17,0.88189
329,13,2010-01-18,0.49149
330,13,2010-01-19,0.2684
331,13,2010-01-20,0.35206
332,13,2010-01-21,0.88189
333,13,2010-01-22,0.63092
334,13,2010-01-23,0.15686
335,13,2010-01-24,-0.28931
336,14,2010-01-01,-0.96432
337,14,2010-01-02,-1.4333
338,14,2010-01-03,-1.5271
339,14,2010-01-04,-1.6209
340,14,2010-01-05,-1.6678
341,14,2010-01-06,-1.4333
342,14,2010-01-07,-0.96432
343,14,2010-01-08,-0.23742
344,14,2010-01-09,0.65363
345,14,2010-01-10,1.146
346,14,2010-01-11,1.146
347,14,2010-01-12,1.0054
348,14,2010-01-13,0.7708699999999999
349,14,2010-01-14,0.37225
350,14,2010-01-15,0.37225
351,14,2010-01-16,0.55984
352,14,2010-01-17,0.5363899999999999
353,14,2010-01-18,0.39569
354,14,2010-01-19,0.46604
355,14,2010-01-20,1.404
356,14,2010-01-21,0.88812
357,14,2010-01-22,0.55984
358,14,2010-01-23,0.067415
359,14,2010-01-24,-0.49535
360,15,2010-01-01,0.83967
361,15,2010-01-02,-0.36945
362,15,2010-01-03,-0.42703
363,15,2010-01-04,-0.8300700000000001
364,15,2010-01-05,-0.94523
365,15,2010-01-06,-0.88765
366,15,2010-01-07,-1.8089
367,15,2010-01-08,-1.521
368,15,2010-01-09,-1.118
369,15,2010-01-10,-0.42703
370,15,2010-01-11,0.37905
371,15,2010-01-12,0.66694
372,15,2010-01-13,0.83967
373,15,2010-01-14,0.14874
374,15,2010-01-15,-0.081568
375,15,2010-01-16,-0.31188
376,15,2010-01-17,-0.54219
377,15,2010-01-18,-0.2543
378,15,2010-01-19,-0.023991
379,15,2010-01-20,0.37905
380,15,2010-01-21,0.95483
381,15,2010-01-22,2.164
382,15,2010-01-23,1.7033
383,15,2010-01-24,1.473
384,16,2010-01-01,-0.5855199999999999
385,16,2010-01-02,-0.8197200000000001
386,16,2010-01-03,-1.1878
387,16,2010-01-04,-1.4554
388,16,2010-01-05,-1.79
389,16,2010-01-06,-1.3885
390,16,2010-01-07,-1.0539
391,16,2010-01-08,-0.41823
392,16,2010-01-09,-0.45168
393,16,2010-01-10,0.1171
394,16,2010-01-11,0.5186
395,16,2010-01-12,0.6524300000000001
396,16,2010-01-13,0.55206
397,16,2010-01-14,0.21748
398,16,2010-01-15,-0.1171
399,16,2010-01-16,-0.48514
400,16,2010-01-17,0.016729
401,16,2010-01-18,1.1543
402,16,2010-01-19,1.422
403,16,2010-01-20,1.6227
404,16,2010-01-21,1.5223
405,16,2010-01-22,1.3216
406,16,2010-01-23,0.68589
407,16,2010-01-24,-0.050187
408,17,2010-01-01,-0.25806
409,17,2010-01-02,-0.73144
410,17,2010-01-03,-1.1259
411,17,2010-01-04,-1.3626
412,17,2010-01-05,-1.481
413,17,2010-01-06,-1.4415
414,17,2010-01-07,-1.0865
415,17,2010-01-08,-0.77088
416,17,2010-01-09,-0.81033
417,17,2010-01-10,0.01808
418,17,2010-01-11,0.33367
419,17,2010-01-12,0.64925
420,17,2010-01-13,0.6887
421,17,2010-01-14,-0.10026
422,17,2010-01-15,-0.21861
423,17,2010-01-16,-0.29751
424,17,2010-01-17,-0.25806
425,17,2010-01-18,0.88594
426,17,2010-01-19,1.5171
427,17,2010-01-20,1.7144
428,17,2010-01-21,1.6355
429,17,2010-01-22,1.3593
430,17,2010-01-23,0.84649
431,17,2010-01-24,0.29422
432,18,2010-01-01,-0.8695799999999999
433,18,2010-01-02,-1.2261
434,18,2010-01-03,-1.4181
435,18,2010-01-04,-1.5278
436,18,2010-01-05,-1.5278
437,18,2010-01-06,-1.4729
438,18,2010-01-07,-1.5552
439,18,2010-01-08,-0.6501899999999999
440,18,2010-01-09,0.50164
441,18,2010-01-10,1.1873
442,18,2010-01-11,1.2147
443,18,2010-01-12,1.2969
444,18,2010-01-13,1.0227
445,18,2010-01-14,0.6936100000000001
446,18,2010-01-15,0.6936100000000001
447,18,2010-01-16,0.8033100000000001
448,18,2010-01-17,0.8033100000000001
449,18,2010-01-18,0.66619
450,18,2010-01-19,0.39194
451,18,2010-01-20,0.33709
452,18,2010-01-21,0.090272
453,18,2010-01-22,0.1177
454,18,2010-01-23,0.44679
455,18,2010-01-24,-0.019426
456,19,2010-01-01,-1.0707
457,19,2010-01-02,-1.314
458,19,2010-01-03,-1.4824
459,19,2010-01-04,-1.5573
460,19,2010-01-05,-1.5573
461,19,2010-01-06,-1.4824
462,19,2010-01-07,-1.052
463,19,2010-01-08,-0.17234000000000002
464,19,2010-01-09,0.46399
465,19,2010-01-10,0.9693
466,19,2010-01-11,0.93187
467,19,2010-01-12,0.91316
468,19,2010-01-13,0.68857
469,19,2010-01-14,0.63243
470,19,2010-01-15,0.4827
471,19,2010-01-16,0.52013
472,19,2010-01-17,0.6511399999999999
473,19,2010-01-18,1.2875
474,19,2010-01-19,1.0816
475,19,2010-01-20,1.0629
476,19,2010-01-21,0.66986
477,19,2010-01-22,0.31426
478,19,2010-01-23,-0.26592
479,19,2010-01-24,-0.71509
480,20,2010-01-01,-1.042
481,20,2010-01-02,-1.3488
482,20,2010-01-03,-1.5214
483,20,2010-01-04,-1.6173
484,20,2010-01-05,-1.6365
485,20,2010-01-06,-1.2146
486,20,2010-01-07,-1.0995
487,20,2010-01-08,-0.2557
488,20,2010-01-09,0.77988
489,20,2010-01-10,1.1442
490,20,2010-01-11,1.1634
491,20,2010-01-12,0.97165
492,20,2010-01-13,0.85659
493,20,2010-01-14,0.49222
494,20,2010-01-15,0.45386
495,20,2010-01-16,0.53057
496,20,2010-01-17,0.70317
497,20,2010-01-18,0.68399
498,20,2010-01-19,1.1059
499,20,2010-01-20,1.01
500,20,2010-01-21,0.51139
501,20,2010-01-22,0.24291
502,20,2010-01-23,-0.21734
503,20,2010-01-24,-0.69677
504,21,2010-01-01,-0.81287
505,21,2010-01-02,-1.1727
506,21,2010-01-03,-1.5069
507,21,2010-01-04,-1.5583
508,21,2010-01-05,-1.6097
509,21,2010-01-06,-1.3783
510,21,2010-01-07,-1.1213
511,21,2010-01-08,-0.63294
512,21,2010-01-09,0.62652
513,21,2010-01-10,1.3205
514,21,2010-01-11,1.3976
515,21,2010-01-12,1.3976
516,21,2010-01-13,1.1663
517,21,2010-01-14,0.7550399999999999
518,21,2010-01-15,0.65222
519,21,2010-01-16,0.70363
520,21,2010-01-17,0.67793
521,21,2010-01-18,0.42089
522,21,2010-01-19,0.29238000000000003
523,21,2010-01-20,0.086749
524,21,2010-01-21,0.0096387
525,21,2010-01-22,0.52371
526,21,2010-01-23,0.18956
527,21,2010-01-24,-0.42732
528,22,2010-01-01,-1.0945
529,22,2010-01-02,-1.3614
530,22,2010-01-03,-1.6061
531,22,2010-01-04,-1.6505
532,22,2010-01-05,-1.6505
533,22,2010-01-06,-1.4726
534,22,2010-01-07,-1.1167
535,22,2010-01-08,0.26227
536,22,2010-01-09,0.8405600000000001
537,22,2010-01-10,1.1297
538,22,2010-01-11,1.1075
539,22,2010-01-12,1.0185
540,22,2010-01-13,0.77384
541,22,2010-01-14,0.37348
542,22,2010-01-15,0.37348
543,22,2010-01-16,0.5959
544,22,2010-01-17,0.55142
545,22,2010-01-18,0.35124
546,22,2010-01-19,0.50693
547,22,2010-01-20,1.1742
548,22,2010-01-21,0.7516
